audiencia_id,fecha_audiencia,comprador,mercado,n_productos,fecha_inicio,fecha_fin,cantidad_total_kwh,cantidad_total_gwh,horizonte_meses,fecha_audiencia_res,fecha_limite_oferta,adjudicatario,precio_adj_prom,precio_adj_min,precio_adj_max,cantidad_adj_gwh,n_oferentes,oferentes_lista,cobertura_pct,dias_proceso,pb_dia,pb_prom_30d,pb_min_30d,pb_max_30d,pb_std_30d,pb_trend_30d,pb_prom_60d,pb_min_60d,pb_max_60d,pb_std_60d,pb_trend_60d,pb_prom_90d,pb_min_90d,pb_max_90d,pb_std_90d,pb_trend_90d,pb_relativa_90d,pb_tendencia,spread_vs_pb_dia,spread_vs_pb_30d,spread_vs_pb_90d,mes_audiencia,año_audiencia
CP-ENDC2024-002,2024-11-25,ENEL,Regulado,1,2025-01-01,2031-12-31,8951.447128240276,0.008951,85,2024-11-25,2024-11-12,Epm,314.26714285714286,292.8,339.98,3784.98996,3.0,"Enel, Epm, Isagen",42285666.0,0.0,442.1849,1250.36,225.83,2459.14,709.13,-62.9439,1419.22,225.83,7235.16,941.58,-16.95,1200.54,225.83,7235.16,834.93,5.1719,0.3683,bajando,-127.9178,-936.0929,-886.2729,11.0,2024.0
CP-ENDC2024-003,2025-02-06,ENEL,Regulado,1,2025-01-02,2039-12-31,4030.769864,0.004031,183,2025-02-06,2025-01-24,Esprod,318.2617391304348,296.84,368.5,2922.97229314,4.0,"Coenersa, Enel, Esprod, Nitroenergy",72512336.7,0.0,733.8331,577.31,218.92,756.38,178.92,14.8215,620.84,162.43,1087.23,241.55,-3.4587,650.78,162.43,1546.43,238.41,-2.7018,1.1276,subiendo,-415.5714,-259.0483,-332.5183,2.0,2025.0
CP-ENDC2024-004,2025-02-06,ENEL,Regulado,1,2025-01-02,2027-12-31,5433.777962,0.005434,36,2025-02-06,2025-01-24,Zonc,366.0335483870968,352.5,380.0,471.625,5.0,"Btg, Enel, Eptc, Termotasajero Dos, Zonc",8679149.8,0.0,733.8331,577.31,218.92,756.38,178.92,14.8215,620.84,162.43,1087.23,241.55,-3.4587,650.78,162.43,1546.43,238.41,-2.7018,1.1276,subiendo,-367.7996,-211.2765,-284.7465,2.0,2025.0
CP-ENDC2025-001,2025-04-23,ENEL,Regulado,1,2025-01-01,2027-12-31,4463.834079,0.004464,36,2025-04-23,2025-04-08,Esprod,369.00357142857143,280.0,392.59,715.934,8.0,"Aes, Btg, Celsia, Enel, Esprod, Nitroenergy, Proenergy, Zonc",16037948.0,0.0,159.2079,170.53,110.61,302.89,57.96,-4.8581,199.56,110.61,302.89,57.01,-2.0612,317.84,110.61,756.38,202.3,-6.477,0.5009,bajando,209.7957,198.4736,51.1636,4.0,2025.0
CP-ENDC2025-002,2025-04-23,ENEL,Regulado,1,2026-01-01,2035-12-31,8463.595114,0.008464,122,2025-04-23,2025-04-08,Esprod,343.9,329.5,382.1,101.764,1.0,Esprod,1202315.7,0.0,159.2079,170.53,110.61,302.89,57.96,-4.8581,199.56,110.61,302.89,57.01,-2.0612,317.84,110.61,756.38,202.3,-6.477,0.5009,bajando,184.6921,173.37,26.06,4.0,2025.0
CP-ENDC2025-003,2025-07-03,ENEL,Regulado,2,2025-08-01,2035-12-31,8094.062664,0.008094,127,2025-07-03,2025-06-18,Generarco,302.87,285.74,320.0,304.926,10.0,"Ampc, Btg, Cemex Energy, Depi, Eptc, Generarco, Isagen, Peesa, Proenergy, Santa Fe",3767309.1,0.0,114.8616,112.72,104.3,153.72,12.02,0.4055,119.81,104.3,186.74,21.37,-0.3052,123.14,104.3,230.2,25.03,-0.3035,0.9328,estable,188.0084,190.15,179.73,7.0,2025.0
CP-ENDC2025-004,2025-07-03,ENEL,Regulado,1,2026-01-01,2039-12-31,7715.011154624759,0.007715,170,2025-07-03,2025-06-18,Coenersa,336.7857142857143,322.0,389.0,1086.006,3.0,"Coenersa, Esprod, Otag",14076552.2,0.0,114.8616,112.72,104.3,153.72,12.02,0.4055,119.81,104.3,186.74,21.37,-0.3052,123.14,104.3,230.2,25.03,-0.3035,0.9328,estable,221.9241,224.0657,213.6457,7.0,2025.0
CP-ENDC2025-005,2025-10-01,ENEL,Regulado,4,2026-01-01,2035-12-31,23729.125266916544,0.023729,122,2025-10-01,2025-09-18,Generarco,377.4678733031674,356.98,390.0,2814.101,11.0,"Ampc, Btg, Celsia, Depi, Egrg, Enel, Epm, Esprod, Generarco, Nitroenergy, Termotasajero Dos",11859332.5,0.0,308.8719,293.17,105.24,501.36,86.88,4.8799,269.23,105.24,501.36,89.12,2.7977,225.8,105.24,501.36,96.83,2.8037,1.3679,subiendo,68.596,84.2979,151.6679,10.0,2025.0
CP-ENDC2025-006,2025-10-01,ENEL,Regulado,1,2026-01-01,2039-12-31,8149.074311725496,0.008149,170,2025-10-01,2025-09-18,Otag,336.0548780487805,321.57,385.0,2915.47105,6.0,"Btg, Coenersa, Eptc, Erco, Isagen, Otag",35777040.7,0.0,308.8719,293.17,105.24,501.36,86.88,4.8799,269.23,105.24,501.36,89.12,2.7977,225.8,105.24,501.36,96.83,2.8037,1.3679,subiendo,27.183,42.8849,110.2549,10.0,2025.0
CP-ENDC2025-007,2025-12-11,ENEL,Regulado,1,2026-01-01,2035-12-31,15151.59354651221,0.015152,122,2025-12-11,2025-11-27,Esprod,387.6678756476684,360.0,409.89,1661.301,9.0,"Aes, Btg, Depi, Eptc, Esprod, Generarco, Nitroenergy, Ruitoque, Termotasajero",10964235.7,0.0,235.0033,237.66,136.07,347.04,51.05,-2.9213,193.44,103.04,347.04,63.9,2.01,226.33,103.04,501.36,85.04,-0.9706,1.0383,bajando,152.6646,150.0079,161.3379,12.0,2025.0
CP-ENDC2025-008,2025-12-11,ENEL,Regulado,1,2026-01-01,2039-12-31,8149.074311725496,0.008149,170,2025-12-11,2025-11-27,Btg,335.6064285714286,321.34,385.5,7515.821,3.0,"Btg, Coenersa, Otag",92229979.1,0.0,235.0033,237.66,136.07,347.04,51.05,-2.9213,193.44,103.04,347.04,63.9,2.01,226.33,103.04,501.36,85.04,-0.9706,1.0383,bajando,100.6031,97.9464,109.2764,12.0,2025.0
CP-ENDC2026-001,2026-03-12,ENEL,Regulado,4,2026-04-01,2035-12-31,16678.8,0.016679,119,2026-03-12,2026-02-27,Btg,220.0,200.0,240.0,34.2,12.0,"Beam, Btg, Celsia, Depi, Epm, Eptg, Esprod, Generarco, Ia Energía, Termotasajero Dos, Termoyopal, Zonc",205048.3,0.0,209.1554,125.85,104.59,222.64,27.48,1.1412,146.04,104.59,262.05,44.07,-0.8556,197.75,104.59,437.83,90.95,-2.6309,1.0577,estable,10.8446,94.15,22.25,3.0,2026.0
CP-ENDC2026-002,2026-03-12,ENEL,Regulado,1,2027-01-01,2040-12-31,5293.06,0.005293,170,2026-03-12,2026-02-27,Btg,321.76307692307694,304.8,342.95,4904.47,7.0,"Btg, Celsia, Eptc, Otag, Sol & Cielo, Tenergéticas, Unergy",92659550.3,0.0,209.1554,125.85,104.59,222.64,27.48,1.1412,146.04,104.59,262.05,44.07,-0.8556,197.75,104.59,437.83,90.95,-2.6309,1.0577,estable,112.6077,195.9131,124.0131,3.0,2026.0
CP-ENIC2023-001,2023-09-06,ENELAR,Regulado,3,2023-01-10,2032-12-31,1055.2693605501713,0.001055,121,2023-09-06,2023-08-24,Vchc,303.21200000000005,287.69,341.31,1054.69999998,4.0,"Enel, Eycc, Isagen, Vchc",99971564.0,0.0,938.9838,608.51,182.24,980.14,246.07,6.8201,560.86,182.24,980.14,188.87,3.0871,549.7,182.24,980.14,181.54,1.8068,1.7082,subiendo,-635.7718,-305.298,-246.488,9.0,2023.0
CP-ENIC2024-001,2024-05-22,ENELAR,Regulado,5,2024-01-07,2034-12-31,1846.408882,0.001846,134,2024-05-22,2024-05-09,Zonc,355.07573964497044,330.21,446.75,874.050347,8.0,"Egrc, Epm, Eycg, Isagen, Nitroenergy, Nova Energy, Vchc, Zonc",47348339.5,0.0,365.7444,246.67,106.82,543.51,91.43,-0.4435,572.69,106.82,1234.52,359.08,-15.4017,566.4,106.82,1234.52,294.84,-4.2314,0.6457,estable,-10.6687,108.4057,-211.3243,5.0,2024.0
CP-EPMC2022-002,2022-11-10,EPM,Regulado,6,2023-01-01,2028-12-31,4193.43957904,0.004193,73,2022-11-10,2022-10-27,Isagen,245.65083333333334,236.6,255.5,2246.67,4.0,"Enel, Epm, Isagen, Termoyopal",53581445.3,0.0,185.5893,265.03,114.21,500.69,95.25,-8.038,265.97,114.21,500.69,80.69,-1.0501,242.56,107.63,500.69,85.6,0.9239,0.7651,bajando,60.0615,-19.3792,3.0908,11.0,2022.0
CP-EPMC2022-003,2023-03-01,EPM,Regulado,3,2023-01-01,2025-12-31,1818.69453047,0.001819,36,2023-03-01,2023-02-02,Aes,312.0,312.0,312.0,32.0,2.0,"Aes, Termotasajero",1759208.4,0.0,374.0732,528.32,297.98,799.9,150.45,-15.1737,445.58,194.94,799.9,162.17,1.0449,408.0,194.94,799.9,151.42,2.2519,0.9168,bajando,-62.0732,-216.32,-96.0,3.0,2023.0
CP-EPMC2023-001,2023-06-02,EPM,Regulado,6,2023-01-08,2028-12-31,4809.059332569448,0.004809,73,2023-06-02,2023-05-19,Enel,280.7282242990654,259.58,394.8,1486.664227168426,5.0,"Aes, Enel, Esprod, Ia Energía, Isagen",30914207.3,0.0,253.7087,574.03,253.71,836.85,207.41,2.986,405.36,133.08,836.85,232.31,9.4209,361.37,133.08,836.85,210.42,4.4247,0.7021,subiendo,27.0195,-293.3018,-80.6418,6.0,2023.0
CP-EPMC2023-002,2023-09-08,EPM,Regulado,9,2023-01-12,2031-12-31,8476.252545166742,0.008476,109,2023-09-08,2023-08-29,Celsia,292.98638297872344,267.47,443.4,2880.779,8.0,"Celsia, Coenersa, Enel, Epm, Esprod, Ia Energía, Isagen, Nitroenergy",33987482.3,0.0,1020.123,643.81,182.24,1020.12,261.68,9.5892,578.36,182.24,1020.12,204.58,4.2163,564.89,182.24,1020.12,190.49,2.1213,1.8059,subiendo,-727.1366,-350.8236,-271.9036,9.0,2023.0
CP-EPMC2023-003,2023-11-23,EPM,Regulado,5,2024-01-01,2028-12-31,4838.884846015905,0.004839,61,2023-11-23,2023-11-09,Nitroenergy,374.9761904761905,350.0,449.98,319.0,6.0,"Aes, Enel, Generarco, Ia Energía, Nitroenergy, Zonc",6592271.1,0.0,419.9977,555.84,300.07,1420.87,228.33,-9.175,822.71,300.07,1420.87,327.41,-13.5203,841.62,182.24,1420.87,311.45,-4.0169,0.499,bajando,-45.0215,-180.8638,-466.6438,11.0,2023.0
CP-EPMC2024-001,2024-05-17,EPM,Regulado,5,2025-01-01,2029-12-31,7075.071648546597,0.007075,61,2024-05-17,2024-05-03,Termotasajero,,,,0.0,15.0,"Aes, Btg, Celsia, Enel, Epm, Eptc, Esprod, Generarco, Ia Energía, Isagen, Nitroenergy, Santa Fe, Termotasajero, Termoyopal, Zonc",0.0,0.0,260.5615,352.74,106.82,1043.16,281.88,-20.0558,601.24,106.82,1234.52,347.99,-13.2005,582.76,106.82,1234.52,286.1,-3.155,0.4471,bajando,,,,5.0,2024.0
CP-EPMC2024-002,2024-09-02,EPM,Regulado,8,2025-01-01,2030-12-31,6683.152838,0.006683,73,2024-09-02,2024-08-20,Enel,323.2408148148148,298.88,365.98,6627.118,15.0,"Aes, Btg, Celsia, Egrg, Enel, Epm, Eptc, Isagen, Nitroenergy, Proenergy, Ruitoque, Santa Fe, Termotasajero, Termotasajero Dos, Zonc",99163818.6,0.0,641.4411,579.91,394.67,785.19,95.19,2.962,445.27,134.82,785.19,163.78,8.0617,388.13,114.71,785.19,162.18,4.7043,1.6526,subiendo,-318.2003,-256.6692,-64.8892,9.0,2024.0
CP-EPMC2024-003,2024-11-22,EPM,Regulado,4,2025-01-01,2028-12-31,4106.222611536528,0.004106,49,2024-11-22,2024-11-08,Esprod,329.5,329.5,329.5,25.573999999999998,2.0,"Esprod, Termotasajero Dos",622844.6,0.0,676.4625,1376.92,528.26,2459.14,663.52,-53.3548,1444.9,528.26,7235.16,919.69,-9.5669,1205.76,462.25,7235.16,830.14,8.2812,0.561,bajando,-346.9625,-1047.42,-876.26,11.0,2024.0
CP-EPMC2025-001,2025-05-14,EPM,Regulado,1,2026-01-01,2030-12-31,8407.75989652,0.008408,61,2025-05-14,2025-04-30,Enel,363.7251111111111,344.99,391.9,551.6934,7.0,"Btg, Celsia, Enel, Esprod, Exig, Iacg, Santa Fe",6561529.5,0.0,163.9361,122.41,105.47,186.74,22.08,0.4399,162.77,105.47,302.89,58.05,-2.4505,195.5,105.47,548.56,83.33,-2.3838,0.8385,estable,199.789,241.3151,168.2251,5.0,2025.0
CP-EPMC2025-002,2025-09-03,EPM,Regulado,1,2026-01-01,2040-12-31,12048.262120523157,0.012048,183,2025-09-03,2025-08-21,Nitroenergy,336.74632653061224,315.0,399.0,2802.37777,5.0,"Coenersa, Eptc, Esprod, Isagen, Nitroenergy",23260107.7,0.0,271.1031,257.64,114.5,453.08,79.95,6.5792,198.79,108.38,453.08,84.45,3.8807,170.54,104.3,453.08,80.27,2.4314,1.5897,subiendo,65.6432,79.1063,166.2063,9.0,2025.0
CP-EPMC2025-003,2025-12-01,EPM,Regulado,5,2026-01-01,2030-12-31,6162.0,0.006162,61,2025-12-01,2025-11-18,Termotasajero,387.60555555555555,379.0,412.45,401.4268,5.0,"Beam, Celsia, Eptc, Ia Energía, Termotasajero",6514553.7,0.0,292.738,227.66,103.04,347.04,61.41,3.1597,197.79,103.04,347.04,66.74,1.293,228.56,103.04,501.36,85.97,-0.7633,1.2808,subiendo,94.8676,159.9456,159.0456,12.0,2025.0
CP-EPMC2026-001,2026-04-23,EPM,Regulado,6,2027-01-01,2032-12-31,8166.868659641961,0.008167,73,2026-04-23,2026-04-10,Epm,351.9166666666667,335.58,360.17,352.258356,6.0,"Celsia, Enel, Epm, Eptc, Proenergy, Termotasajero Dos",4313191.6,0.0,274.4604,269.58,129.57,414.31,83.44,4.1555,230.28,104.59,414.31,96.26,3.611,206.18,104.59,414.31,90.73,1.9805,1.3312,subiendo,77.4563,82.3367,145.7367,4.0,2026.0
CP-EPSC2023-001,2023-06-16,CELSIA Colombia,Regulado,3,2025-01-01,2027-12-31,1434.175589,0.001434,36,2023-06-16,2023-06-05,Epm,283.2388888888889,273.33,298.05,1121.9589348,4.0,"Celsia, Enel, Epm, Isagen",78239814.1,0.0,409.9441,482.78,206.99,836.85,226.61,-20.8042,436.12,186.79,836.85,207.11,1.3799,357.41,133.08,836.85,206.33,3.8095,1.147,bajando,-126.7052,-199.5411,-74.1711,6.0,2023.0
CP-EPSC2023-002,2023-10-25,CELSIA Colombia,Regulado,5,2024-01-01,2028-12-31,2704.30567,0.002704,61,2023-10-25,2023-10-12,Celsia,286.57666666666665,285.0,289.73,412.021328709,4.0,"Celsia, Enel, Isagen, Termotasajero",15237475.2,0.0,955.6019,1107.46,955.6,1420.87,127.88,8.1443,1008.71,182.24,1420.87,218.71,8.4997,852.22,182.24,1420.87,300.11,9.346,1.1213,subiendo,-669.0252,-820.8833,-565.6433,10.0,2023.0
CP-EPSC2023-003,2024-02-22,CELSIA Colombia,Regulado,5,2025-01-01,2029-12-31,2444.819703,0.002445,61,2024-02-22,2024-02-12,Enel,310.9273333333333,296.13,335.0,2167.3366318832,7.0,"Celsia, Coenersa, Enel, Epm, Isagen, Termotasajero, Zonc",88643625.0,0.0,507.6272,564.79,427.98,693.13,67.23,1.0654,537.82,123.28,693.13,118.83,2.6186,591.91,123.28,945.62,158.06,-1.3969,0.8576,estable,-196.6999,-253.8627,-280.9827,2.0,2024.0
CP-EPSC2024-001,2024-08-28,CELSIA Colombia,Regulado,5,2026-01-01,2030-12-31,2886.133861,0.002886,61,2024-08-28,2024-08-14,Enel,317.1826315789474,297.43,349.8,2196.221,8.0,"Celsia, Enel, Epm, Eptc, Generarco, Isagen, Nitroenergy, Zonc",76099133.7,0.0,542.8511,555.32,376.42,785.19,115.23,8.5303,412.94,114.71,785.19,177.5,9.2275,371.74,114.71,785.19,159.56,4.5225,1.4603,subiendo,-225.6685,-238.1374,-54.5574,8.0,2024.0
CP-EPSC2025-001,2025-03-27,CELSIA Colombia,Regulado,7,2026-01-01,2032-12-31,4615.63415,0.004616,85,2025-03-27,2025-03-13,Enel,328.586,315.38,350.0,581.336,2.0,"Celsia, Enel",12593934.1,0.0,302.8899,234.09,151.71,302.89,39.28,0.5763,369.25,151.71,756.38,195.85,-9.0874,396.19,151.71,756.38,196.06,-3.3765,0.7645,estable,25.6961,94.496,-67.604,3.0,2025.0
CP-EPSC2025-002,2025-07-04,CELSIA Colombia,Regulado,10,2026-01-01,2035-12-31,4540.359233,0.00454,122,2025-07-04,2025-06-19,Epm,375.56,372.27,377.66,178.823,3.0,"Celsia, Epm, Termotasajero Dos",3938832.6,0.0,114.4178,112.9,104.3,153.72,12.0,0.3894,119.96,104.3,186.74,21.3,-0.3373,122.63,104.3,230.2,24.72,-0.282,0.933,estable,261.1422,262.66,252.93,7.0,2025.0
CP-EPSC2026-001,2026-02-13,CELSIA Colombia,Regulado,5,2027-01-01,2030-12-31,1409.397,0.001409,49,2026-02-13,2026-02-02,Celsia,369.0058333333333,345.0,399.0,488.435,6.0,"Btg, Celsia, Eptg, Esprod, Ia Energía, Termotasajero Dos",34665365.5,0.0,119.0195,163.53,107.17,262.05,49.43,-1.3986,227.1,107.17,437.83,93.5,-4.1431,227.42,107.17,437.83,79.9,-1.2876,0.5233,estable,249.9863,205.4758,141.5858,2.0,2026.0
CP-EPSC2026-002,2026-04-21,CELSIA Colombia,Regulado,4,2027-01-01,2030-12-31,892.458789,0.000892,49,2026-04-21,2026-04-08,Celsia,386.758,361.84,437.29,651.458,6.0,"Celsia, Enel, Epm, Eptc, Ia Energía, Termotasajero Dos",73033408.1,0.0,297.5809,270.75,129.57,414.31,83.78,3.3725,224.54,104.59,414.31,97.54,3.7547,203.81,104.59,414.31,89.79,1.8828,1.4601,subiendo,89.1771,116.008,182.948,4.0,2026.0
CP-EPTC2022-002,2022-10-27,PUTUMAYO,Regulado,1,2023-01-01,2023-12-31,46.577996,4.7e-05,12,2022-10-27,2022-10-14,Aesp,312.0,312.0,312.0,36.8990884312,1.0,Aesp,78508698.8,0.0,240.3631,302.97,192.4,500.69,69.42,2.8246,281.74,137.37,500.69,71.9,1.2923,230.83,105.68,500.69,96.16,2.7401,1.0413,subiendo,71.6369,9.03,81.17,10.0,2022.0
CP-EPTC2024-002,2024-12-12,PUTUMAYO,Regulado,1,2025-01-01,2025-12-31,11.9999999988,1.2e-05,12,2024-12-12,2024-11-29,Ducc,470.0,470.0,470.0,11.9999999988,1.0,Ducc,100000000.0,0.0,891.4567,696.12,225.83,980.16,165.13,3.2394,1185.26,225.83,2459.14,617.63,-24.3024,1217.04,225.83,7235.16,825.38,-7.7451,0.7325,subiendo,-421.4567,-226.12,-747.04,12.0,2024.0
CP-ESSC2023-001,2023-03-10,ESSA,Regulado,3,2023-01-01,2040-12-31,4258.9028419999995,0.004259,219,2023-03-10,2023-02-27,Isagen,249.83666666666664,246.3,273.9,2059.361598,5.0,"Enel, Ia Energía, Isagen, Nitroenergy, Spectrum",48353172.1,0.0,313.6173,451.05,297.98,621.3,93.86,-6.3417,434.09,194.94,799.9,160.31,2.0833,423.58,194.94,799.9,145.66,1.504,0.7404,bajando,-63.7806,-201.2133,-173.7433,3.0,2023.0
CP-ESSC2023-002,2023-06-07,ESSA,Regulado,2,2023-01-08,2036-12-31,2409.9401232,0.00241,170,2023-06-07,2023-05-25,Enel,270.07,262.9,289.05,2191.8,3.0,"Enel, Esprod, Gsyc",90946058.1,0.0,346.0864,569.41,206.99,836.85,214.11,-14.7385,416.06,133.08,836.85,223.05,6.1747,350.31,133.08,836.85,209.69,4.5618,0.9879,bajando,-76.0164,-299.34,-80.24,6.0,2023.0
CP-ESSC2023-004,2023-12-15,ESSA,Regulado,6,2024-01-02,2033-12-31,3940.0198403977456,0.00394,122,2023-12-15,2023-12-01,Esprod,310.7797552447552,309.69,312.85,2213.3717764227013,4.0,"Enel, Esprod, Isagen, Nitroenergy",56176948.6,0.0,868.3307,655.62,306.65,945.62,206.87,17.3433,707.71,300.07,1420.87,300.69,-3.8728,818.32,300.07,1420.87,292.75,-6.0582,1.0611,subiendo,-557.5509,-344.8402,-507.5402,12.0,2023.0
CP-ESSC2024-001,2024-05-17,ESSA,Regulado,4,2024-01-08,2036-12-31,6962.21247147028,0.006962,158,2024-05-17,2024-05-03,Esprod,328.4535227272727,284.91,387.91,3549.666166666667,5.0,"Enel, Epm, Esprod, Nitroenergy, Nmrg",50986299.4,0.0,260.5615,352.74,106.82,1043.16,281.88,-20.0558,601.24,106.82,1234.52,347.99,-13.2005,582.76,106.82,1234.52,286.1,-3.155,0.4471,bajando,67.892,-24.2865,-254.3065,5.0,2024.0
CP-ESSC2024-002,2024-08-22,ESSA,Regulado,8,2024-01-08,2038-12-31,5554.92219695,0.005555,182,2024-08-22,2024-08-08,Termotasajero,320.99747572815534,302.27,359.48,1259.85666860418,7.0,"Btg, Celsia, Epm, Esprod, Isagen, Santa Fe, Termotasajero",22679688.0,0.0,785.1898,512.42,281.61,785.19,135.53,13.4362,379.62,114.71,785.19,173.27,8.99,362.14,114.71,785.19,149.73,3.3129,2.1682,subiendo,-464.1923,-191.4225,-41.1425,8.0,2024.0
CP-ESSC2024-003,2024-11-20,ESSA,Regulado,6,2025-01-01,2040-12-31,6838.16525584,0.006838,195,,,,,,,,,,,,767.53,1429.35,528.26,2459.14,634.06,-43.8178,1455.24,528.26,7235.16,911.88,-5.219,1208.52,462.25,7235.16,828.34,9.8056,0.6351,bajando,,,,11.0,2024.0
CP-ESSC2025-001,2025-02-27,ESSA,Regulado,6,2025-01-02,2040-12-31,54880.84282068,0.054881,195,2025-02-27,2025-02-14,Eptc,326.38696498054475,200.0,401.0,1357.557,7.0,"Aes, Coenersa, Enel, Epm, Eptc, Esprod, Nitroenergy",2473637.5,0.0,238.1934,470.64,192.81,756.38,193.75,-19.3508,470.79,162.43,756.38,195.78,-0.3051,570.27,162.43,1087.23,240.06,-4.4993,0.4177,bajando,88.1936,-144.253,-243.883,2.0,2025.0
CP-ESSC2025-002,2025-07-18,ESSA,Regulado,4,2026-01-01,2040-12-31,3920.5,0.003921,183,2025-07-18,2025-07-07,Enel,365.49571428571426,347.45,377.65,117.53999999999999,8.0,"Celsia, Enel, Epm, Eptc, Esprod, Generarco, Isagen, Termotasajero Dos",2997704.7,0.0,142.1719,123.74,104.3,181.71,20.53,0.9145,121.8,104.3,181.71,20.75,0.0423,121.81,104.3,186.74,21.25,0.0158,1.1672,estable,223.3238,241.7557,243.6857,7.0,2025.0
CP-ESSC2025-003,2025-12-17,ESSA,Regulado,6,2026-02-01,2030-12-01,1055.7,0.001056,59,2025-12-17,2025-12-03,Edpc,372.1038686131387,350.0,395.0,255.428,7.0,"Beic, Biag, Edpc, Ia Energía, Isagen, Ruitoque, Termotasajero",24188257.6,0.0,346.1765,238.16,136.07,346.18,48.96,0.746,206.87,103.04,347.04,67.62,2.3026,225.83,103.04,501.36,83.04,-0.443,1.5329,estable,25.9274,133.9439,146.2739,12.0,2025.0
CP-ESSC2026-001,2026-04-14,ESSA,Regulado,7,2027-01-01,2040-12-31,5061.77572739,0.005062,170,,,,,,,,,,,,412.0018,267.58,129.57,412.0,77.32,-1.0411,200.29,104.59,412.0,91.02,3.4817,188.66,104.59,412.0,81.2,1.5184,2.1838,estable,,,,4.0,2026.0
CP-ESVC2023-002,2023-08-01,SIGLO XXI,Regulado,1,2023-01-09,2025-12-31,11.579279578887823,1.2e-05,36,2023-08-01,2023-07-19,Isagen,355.48333333333335,347.8,370.85,7.563412197202159,1.0,Isagen,63028435.0,0.0,547.1345,521.53,343.92,667.24,81.26,-2.7003,495.63,206.99,888.33,148.94,3.004,525.0,206.99,888.33,172.4,-0.1963,1.0422,bajando,-191.6512,-166.0467,-169.5167,8.0,2023.0
CP-ESVC2024-001,2024-12-26,SIGLO XXI,Regulado,1,2026-01-01,2026-12-31,4084.0,0.004084,12,,,,,,,,,,,,523.9835,785.36,426.24,1087.23,173.52,5.7409,1006.69,225.83,2459.14,560.78,-18.2,1208.77,225.83,7235.16,831.83,-14.6312,0.4335,subiendo,,,,12.0,2024.0
CP-ESVC2025-002,2025-06-20,SIGLO XXI,Regulado,3,2026-01-01,2028-12-31,13.049999999999999,1.3e-05,36,2025-06-20,2025-06-11,Exig,413.3333333333333,400.0,425.0,13.049999999999999,1.0,Exig,100384615.4,0.0,106.3718,116.75,105.38,174.14,19.0,-1.2305,120.22,105.38,186.74,21.78,-0.2943,138.15,105.38,302.89,45.4,-1.0557,0.77,estable,306.9615,296.5833,275.1833,6.0,2025.0
CP-ETTC2025-001,2025-08-25,ENERTOTAL,Regulado,4,2037-11-01,2041-11-24,2103.1,0.002103,49,2025-08-25,2025-08-11,Enerco,350.0,350.0,350.0,2103.1,1.0,Enerco,100004755.1,0.0,297.6938,202.2,108.6,332.19,66.69,5.7843,166.65,104.3,332.19,61.53,2.6371,148.85,104.3,332.19,56.75,1.5767,2.0,subiendo,52.3062,147.8,201.15,8.0,2025.0
CP-EVSC2023-001,2023-10-27,EMEVASI,Regulado,1,2024-01-01,2026-12-31,37.829171,3.8e-05,36,2023-10-27,2023-10-13,Isagen,337.71,321.49,353.93,25.457808,1.0,Isagen,66994231.6,0.0,671.8532,1085.69,671.85,1420.87,161.53,2.7726,1025.12,362.57,1420.87,171.47,4.9298,856.61,182.24,1420.87,296.58,8.6493,0.7843,subiendo,-334.1432,-747.98,-518.9,10.0,2023.0
CP-EVSC2023-002,2024-01-24,EMEVASI,Regulado,1,2024-01-03,2024-12-31,9.225864,9e-06,12,,,,,,,,,,,,489.7643,509.22,123.28,690.41,149.03,8.3283,604.1,123.28,945.62,186.65,-3.3023,573.56,123.28,945.62,178.39,0.3038,0.8539,subiendo,,,,1.0,2024.0
CP-EXEC2022-001,2022-09-30,exenergy,Regulado,2,2022-01-12,2032-12-31,1346.0,0.001346,134,2022-09-30,2022-09-21,Enel,246.63500000000002,232.62,268.56,1344.0,2.0,"Enel, Isagen",99851411.6,0.0,239.3528,253.33,137.37,434.02,67.64,-1.2096,199.92,105.68,434.02,84.22,3.1461,170.1,101.36,434.02,81.05,2.2738,1.4071,estable,7.2822,-6.695,76.535,9.0,2022.0
CP-EXEC2023-001,2023-03-21,exenergy,Regulado,1,2023-01-05,2024-12-31,40.0,4e-05,24,2023-03-21,2023-03-09,Esprod,310.0,310.0,310.0,4.0,1.0,Esprod,10000000.0,0.0,291.2361,335.64,163.73,501.9,102.04,-6.8377,422.27,163.73,799.9,170.37,-3.8902,417.36,163.73,799.9,153.58,-1.238,0.6978,bajando,18.7639,-25.64,-107.36,3.0,2023.0
CP-EXEC2023-002,2023-05-11,exenergy,Regulado,11,2023-01-01,2033-12-31,980.0,0.00098,134,,,,,,,,,,,,629.9294,304.53,145.75,629.93,107.82,7.0653,250.82,133.08,629.93,103.48,3.1304,312.22,133.08,629.93,132.35,-1.9816,2.0176,subiendo,,,,5.0,2023.0
CP-EXEC2023-003,2023-06-15,exenergy,Regulado,1,2023-01-08,2033-12-31,915.0,0.000915,134,,,,,,,,,,,,363.4437,494.61,206.99,836.85,232.18,-22.1117,432.87,186.79,836.85,209.06,1.7783,355.31,133.08,836.85,206.76,3.87,1.0229,bajando,,,,6.0,2023.0
